,Time,BPM
0,0.04487872123718262,51.51953154917231
1,0.09183001518249512,51.426941281045536
2,0.13364267349243164,51.38387441986741
3,0.17353200912475586,51.3438404710462
4,0.21741414070129395,51.300303755532205
5,0.26508617401123047,51.232116197696904
6,0.3071727752685547,51.14960289641559
7,0.35006213188171387,51.08709904475881
8,0.3911857604980469,68.07771579442365
9,0.43882179260253906,68.14953926773667
10,0.4667487144470215,68.15481319990792
11,0.4956696033477783,68.18047008441071
12,0.5335772037506104,68.13082024764171
13,0.5664792060852051,68.10328393755523
14,0.5978817939758301,68.05192914637556
15,0.6293106079101562,68.03909756588061
16,0.7041923999786377,67.93027538033736
17,0.7499909400939941,68.07783243022736
18,0.7948739528656006,68.14831203051828
19,0.8626871109008789,68.10969817597474
20,0.8955991268157959,68.04551811750052
21,0.9285132884979248,68.03909450000405
22,0.9634990692138672,68.01346729762456
23,1.0362250804901123,67.75880343100785
24,1.083096981048584,67.60145325605914
25,1.1269803047180176,67.54256229723973
26,1.164879560470581,67.57033485108398
27,1.204773187637329,67.5683346819112
28,1.2457830905914307,67.49833992108644
29,1.2865550518035889,67.54233721175763
30,1.3164730072021484,67.61218109602208
31,1.3388466835021973,68.0373975797296
32,1.3723235130310059,68.05193374692567
33,1.412217140197754,68.05193067989221
34,1.4451332092285156,68.03910829645073
35,1.4860756397247314,68.01986769197211
36,1.5209295749664307,68.16755305887422
37,1.5958313941955566,68.09653001836142
38,1.643613576889038,67.8536467366044
39,1.670525074005127,67.84086695443838
40,1.6998560428619385,67.89192646239835
41,1.738344669342041,67.8418606293716
42,1.8151402473449707,67.69330998687738
43,1.8709948062896729,67.5045275372035
44,1.9208564758300781,67.4826926236735
45,1.964797019958496,67.59950117956124
46,2.008622169494629,67.60583448933107
47,2.0425314903259277,67.81540101599855
48,2.0734493732452393,67.80234792125745
49,2.1053900718688965,67.82754659638958
50,2.1462624073028564,67.9942411902687
51,2.186570644378662,68.29696869132722
52,2.2300310134887695,68.28360142214632
53,2.2679283618927,68.74530629688708
54,2.3088197708129883,68.84360190934775
55,2.354701519012451,68.76491258047471
56,2.393592357635498,68.70215709929415
57,2.4324896335601807,68.66066053721671
58,2.4754974842071533,68.6184173363738
59,2.513563394546509,68.75046780909943
60,2.552374839782715,68.77671774579355
61,2.5982511043548584,68.83665172055905
62,2.6401400566101074,68.91457754371596
63,2.6770405769348145,68.9343481752661
64,2.719024181365967,68.94091205306017
65,2.756826877593994,69.01998126798979
66,2.7977254390716553,69.07987399134574
67,2.8366141319274902,69.0396167157916
68,2.877504825592041,69.13235734558297
69,2.9183945655822754,69.07942521889247
70,2.959285259246826,69.24792787554712
71,3.0031697750091553,69.19863034368512
72,3.0481510162353516,69.19862717241985
73,3.091930389404297,69.16546846458627
74,3.136810541152954,69.13213578271656
75,3.187678575515747,69.08986068684119
76,3.2375428676605225,68.96725882141331
77,3.283417224884033,68.97383842054124
78,3.3233110904693604,68.98040982131191
79,3.364204168319702,69.00020248353296
80,3.4080862998962402,68.9715621184169
81,3.4470183849334717,68.96024585013829
82,3.4879519939422607,68.98702344904041
83,3.532759189605713,68.97381636568218
84,3.578636407852173,68.9408774285123
85,3.61561918258667,68.95407032495784
86,3.6574184894561768,68.96064740779435
87,3.723299026489258,68.78326417081198
88,3.764131784439087,68.78981340912797
89,3.8030283451080322,68.80351443715804
90,3.843996047973633,68.75548764572781
91,3.8818182945251465,68.63290649432896
92,3.923774003982544,68.59494762668527
93,3.965592384338379,68.61329433907736
94,4.007481575012207,68.68506567683472
95,4.046520709991455,68.72790559965252
96,4.086269378662109,68.77014437773289
97,4.124313592910767,68.8619782569916
98,4.1630637645721436,68.88830086015626
99,4.213990926742554,68.9348233888896
100,4.258807897567749,68.87395814672217
101,4.2968525886535645,68.95547003471683
102,4.334614515304565,69.05295638181126
103,4.3754966259002686,69.05957287373549
104,4.412398099899292,69.06591736937683
105,4.456279993057251,68.95406560162404
106,4.498170614242554,63.250243416868635
107,4.537065744400024,63.29856071859939
108,4.578956604003906,63.35312488671579
109,4.6198437213897705,63.33493410971063
110,4.65774393081665,63.43816709700649
111,4.698633193969727,63.572183901188204
112,4.740520000457764,63.719520007225825
113,4.781529188156128,63.682335952126095
114,4.82130765914917,63.611608780423985
115,4.860289812088013,63.642224950282696
116,4.904083967208862,63.863913033217024
117,4.943975925445557,63.78327810038759
118,4.9868621826171875,63.7648439046546
119,5.033737421035767,63.6360730273561
120,5.073629856109619,63.87734548275746
121,5.114518642425537,63.99342663401899
122,5.153414487838745,64.3429396258853
123,5.193309307098389,64.32265902371711
124,5.233202219009399,64.26724977006373
125,5.272098779678345,64.20743954338562
126,5.310049533843994,64.12946799384902
127,5.349889039993286,64.1170415994718
128,5.389782667160034,64.12940708296841
129,5.428678750991821,64.08976380275229
130,5.471567153930664,64.04254127955684
131,5.514450550079346,64.15636179021665
132,5.55733585357666,64.0178213081677
133,5.5982818603515625,64.03049955384938
134,5.639275789260864,63.998242235778434
135,5.677173137664795,64.06019061017095
136,5.7150797843933105,63.985884387650295
137,5.755962610244751,64.32169651758034
138,5.796852350234985,64.24105902762065
139,5.837749481201172,64.19571386153464
140,5.876807451248169,64.16614843330109
141,5.91753077507019,64.04181233678622
142,5.961420297622681,64.06019357502029
143,5.9983155727386475,64.04163454838378
144,6.0402045249938965,64.11609414713331
145,6.0810933113098145,64.06643370853065
146,6.127969980239868,64.0233172634437
147,6.169982194900513,63.924919503861965
148,6.198826551437378,63.94882025722517
